TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2016,UHF34,409,3,Southeast Queens,"47,000*","29.5* (19.1, 42.5)"
2016,UHF34,410,3,Rockaways,"21,000","27.1 (19.0, 37.0)"
2016,UHF34,305307,3,Upper East Side-Gramercy,"34,000","10.9 (7.2, 16.2)"
2016,UHF34,306308,3,Chelsea-Village  ,"14,000*","6.7* (3.6, 12.2)"
2016,UHF34,309310,3,Union Square-Lower Manhattan,"22,000","10.5 (6.3, 17.2)"
2016,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"33,000","22.2 (15.1, 31.4)"
2016,UHF34,501502,3,Northern SI,"31,000","22.1 (15.6, 30.2)"
2016,UHF34,503504,3,Southern SI,"62,000","29.3 (22.9, 36.7)"
2016,UHF34,105106107,3,South Bronx,"151,000","38.6 (32.8, 44.7)"
2016,Borough,1,1,Bronx,"348,000","33.5 (30.3, 36.9)"
2016,Borough,2,1,Brooklyn,"498,000","25.8 (23.7, 27.9)"
2016,Borough,3,1,Manhattan,"201,000","15.4 (13.2, 17.9)"
2016,Borough,4,1,Queens,"382,000","21.3 (19.0, 23.7)"
2016,Borough,5,1,Staten Island,"94,000","26.4 (21.6, 31.9)"
2016,Citywide,1,0,New York City,"1,523,000","23.7 (22.5, 24.9)"
2015,UHF34,101,3,Kingsbridge - Riverdale,"23,000*","32.5* (20.2, 47.7)"
2015,UHF34,102,3,Northeast Bronx,"41,000","27.3 (20.4, 35.4)"
2015,UHF34,103,3,Fordham - Bronx Pk,"55,000","30.1 (23.8, 37.2)"
2015,UHF34,104,3,Pelham - Throgs Neck,"68,000","29.4 (23.6, 35.9)"
2015,UHF34,201,3,Greenpoint,"26,000*","24.9* (15.6, 37.3)"
2015,UHF34,202,3,Downtown - Heights - Slope,"27,000","15.4 (10.7, 21.5)"
2015,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"86,000","36.0 (29.7, 42.8)"
2015,UHF34,204,3,East New York,"49,000","35.4 (27.1, 44.8)"
2015,UHF34,205,3,Sunset Park,"21,000","21.2 (14.4, 30.1)"
2015,UHF34,206,3,Borough Park,"39,000","16.0 (11.7, 21.6)"
2015,UHF34,207,3,East Flatbush - Flatbush,"83,000","35.8 (29.3, 42.9)"
2015,UHF34,208,3,Canarsie - Flatlands,"45,000","28.9 (21.6, 37.5)"
2015,UHF34,209,3,Bensonhurst - Bay Ridge,"35,000","21.4 (15.1, 29.5)"
2015,UHF34,210,3,Coney Island - Sheepshead Bay,"66,000","28.5 (22.7, 35.1)"
2015,UHF34,211,3,Williamsburg - Bushwick,"38,000","25.8 (19.2, 33.6)"
2015,UHF34,301,3,Washington Heights,"52,000","25.8 (19.6, 33.2)"
2015,UHF34,302,3,Central Harlem - Morningside Heights,"37,000","31.1 (23.9, 39.2)"
2015,UHF34,303,3,East Harlem,"20,000","26.2 (19.1, 34.7)"
2015,UHF34,304,3,Upper West Side,"14,000","7.8 (4.6, 13.1)"
2015,UHF34,401,3,Long Island City - Astoria,"40,000*","23.2* (14.5, 35.1)"
2015,UHF34,402,3,West Queens,"82,000","22.0 (17.5, 27.2)"
2015,UHF34,403,3,Flushing - Clearview,"39,000","17.7 (12.7, 24.3)"
2015,UHF34,405,3,Ridgewood - Forest Hills,"36,000","18.1 (12.6, 25.3)"
2015,UHF34,407,3,Southwest Queens,"61,000","29.3 (22.5, 37.2)"
2015,UHF34,408,3,Jamaica,"67,000","30.1 (23.4, 37.9)"
2015,UHF34,409,3,Southeast Queens,"39,000","25.7 (18.8, 33.9)"
2015,UHF34,410,3,Rockaways,"28,000*","34.2* (24.6, 45.2)"
2015,UHF34,305307,3,Upper East Side-Gramercy,"40,000","12.9 (9.0, 18.2)"
2015,UHF34,306308,3,Chelsea-Village  ,"17,000","8.8 (5.8, 13.1)"
2015,UHF34,309310,3,Union Square-Lower Manhattan,"16,000","7.5 (4.8, 11.7)"
2015,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"29,000","19.3 (13.2, 27.3)"
2015,UHF34,501502,3,Northern SI,"33,000","23.6 (16.8, 32.0)"
2015,UHF34,503504,3,Southern SI,"56,000","26.2 (19.8, 33.7)"
2015,UHF34,105106107,3,South Bronx,"132,000","33.9 (29.8, 38.4)"
2015,Borough,1,1,Bronx,"319,000","31.1 (28.3, 34.1)"
2015,Borough,2,1,Brooklyn,"520,000","26.7 (24.6, 28.9)"
2015,Borough,3,1,Manhattan,"201,000","15.5 (13.4, 17.7)"
2015,Borough,4,1,Queens,"421,000","23.6 (21.3, 26.1)"
2015,Borough,5,1,Staten Island,"90,000","25.1 (20.3, 30.5)"
2015,Citywide,1,0,New York City,"1,551,000","24.2 (23.0, 25.4)"
2014,UHF34,101,3,Kingsbridge - Riverdale,"19,000*","27.9* (16.5, 43.2)"
2014,UHF34,102,3,Northeast Bronx,"35,000","24.6 (17.0, 34.1)"
2014,UHF34,103,3,Fordham - Bronx Pk,"54,000","29.6 (22.8, 37.4)"
2014,UHF34,104,3,Pelham - Throgs Neck,"77,000","34.0 (26.2, 42.9)"
2014,UHF34,201,3,Greenpoint,"16,000","16.1 (9.8, 25.3)"
2014,UHF34,202,3,Downtown - Heights - Slope,"30,000","17.5 (11.8, 25.2)"
2014,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"75,000","30.9 (25.0, 37.6)"
2014,UHF34,204,3,East New York,"42,000","31.3 (23.0, 41.0)"
2014,UHF34,205,3,Sunset Park,"18,000","19.1 (12.5, 27.9)"
2014,UHF34,206,3,Borough Park,"53,000","22.6 (16.0, 31.1)"
2014,UHF34,207,3,East Flatbush - Flatbush,"71,000","30.8 (23.6, 39.0)"
2014,UHF34,208,3,Canarsie - Flatlands,"45,000","30.5 (21.7, 41.0)"
2014,UHF34,209,3,Bensonhurst - Bay Ridge,"34,000","21.0 (13.2, 31.8)"
2014,UHF34,210,3,Coney Island - Sheepshead Bay,"71,000","31.1 (23.8, 39.5)"
2014,UHF34,211,3,Williamsburg - Bushwick,"49,000","31.7 (23.9, 40.7)"
2014,UHF34,301,3,Washington Heights,"47,000","23.3 (17.5, 30.4)"
2014,UHF34,302,3,Central Harlem - Morningside Heights,"40,000*","34.3* (24.8, 45.3)"
2014,UHF34,303,3,East Harlem,"28,000","34.9 (25.7, 45.4)"
2014,UHF34,304,3,Upper West Side,"26,000","14.5 (9.1, 22.1)"
2014,UHF34,401,3,Long Island City - Astoria,"47,000","26.7 (18.8, 36.4)"
2014,UHF34,402,3,West Queens,"83,000","23.4 (18.4, 29.3)"
2014,UHF34,403,3,Flushing - Clearview,"32,000","15.0 (10.0, 21.9)"
2014,UHF34,405,3,Ridgewood - Forest Hills,"38,000","19.0 (13.0, 26.9)"
2014,UHF34,407,3,Southwest Queens,"63,000","30.7 (22.6, 40.3)"
2014,UHF34,408,3,Jamaica,"66,000","30.2 (22.6, 39.0)"
2014,UHF34,409,3,Southeast Queens,"31,000","20.7 (13.6, 30.1)"
2014,UHF34,410,3,Rockaways,"21,000*","26.0* (16.7, 38.0)"
2014,UHF34,305307,3,Upper East Side-Gramercy,"36,000","11.8 (7.8, 17.6)"
2014,UHF34,306308,3,Chelsea-Village  ,"23,000","11.7 (7.2, 18.4)"
2014,UHF34,309310,3,Union Square-Lower Manhattan,"27,000","13.0 (9.1, 18.2)"
2014,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"41,000","27.1 (18.6, 37.8)"
2014,UHF34,501502,3,Northern SI,"41,000","28.9 (21.9, 37.0)"
2014,UHF34,503504,3,Southern SI,"66,000","31.0 (25.1, 37.7)"
2014,UHF34,105106107,3,South Bronx,"115,000","30.5 (25.9, 35.4)"
2014,Borough,1,1,Bronx,"303,000","30.2 (27.0, 33.7)"
2014,Borough,2,1,Brooklyn,"505,000","26.3 (24.0, 28.9)"
2014,Borough,3,1,Manhattan,"227,000","17.5 (15.2, 20.1)"
2014,Borough,4,1,Queens,"424,000","24.1 (21.6, 26.8)"
2014,Borough,5,1,Staten Island,"107,000","30.2 (25.5, 35.2)"
2014,Citywide,1,0,New York City,"1,567,000","24.7 (23.5, 26.1)"
2013,UHF34,101,3,Kingsbridge - Riverdale,"16,000*","24.5* (15.2, 36.9)"
2013,UHF34,102,3,Northeast Bronx,"43,000","31.3 (23.7, 40.1)"
2013,UHF34,103,3,Fordham - Bronx Pk,"43,000","24.5 (18.1, 32.2)"
2013,UHF34,104,3,Pelham - Throgs Neck,"75,000","34.8 (27.5, 43.0)"
2013,UHF34,201,3,Greenpoint,"14,000","15.7 (10.3, 23.2)"
2013,UHF34,202,3,Downtown - Heights - Slope,"29,000","17.0 (11.4, 24.6)"
2013,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"67,000","28.6 (22.4, 35.7)"
2013,UHF34,204,3,East New York,"32,000","24.2 (17.5, 32.4)"
2013,UHF34,205,3,Sunset Park,"18,000","20.7 (13.1, 31.1)"
2013,UHF34,206,3,Borough Park,"68,000","30.0 (21.6, 40.1)"
2013,UHF34,207,3,East Flatbush - Flatbush,"63,000","28.8 (21.9, 37.0)"
2013,UHF34,208,3,Canarsie - Flatlands,"63,000*","42.0* (31.2, 53.6)"
2013,UHF34,209,3,Bensonhurst - Bay Ridge,"38,000","23.6 (15.2, 34.8)"
2013,UHF34,210,3,Coney Island - Sheepshead Bay,"75,000","32.7 (25.5, 40.8)"
2013,UHF34,211,3,Williamsburg - Bushwick,"39,000","25.1 (18.3, 33.5)"
2013,UHF34,301,3,Washington Heights,"45,000","24.0 (17.8, 31.6)"
2013,UHF34,302,3,Central Harlem - Morningside Heights,"31,000","26.2 (19.0, 34.9)"
2013,UHF34,303,3,East Harlem,"29,000","37.8 (28.5, 48.0)"
2013,UHF34,304,3,Upper West Side,"20,000","11.6 (7.4, 17.6)"
2013,UHF34,401,3,Long Island City - Astoria,"24,000","15.1 (9.3, 23.6)"
2013,UHF34,402,3,West Queens,"78,000","22.6 (16.8, 29.8)"
2013,UHF34,403,3,Flushing - Clearview,"23,000","11.5 (7.7, 17.0)"
2013,UHF34,405,3,Ridgewood - Forest Hills,"28,000","14.1 (9.5, 20.5)"
2013,UHF34,407,3,Southwest Queens,"47,000","23.4 (17.1, 31.3)"
2013,UHF34,408,3,Jamaica,"51,000","23.6 (17.1, 31.6)"
2013,UHF34,409,3,Southeast Queens,"35,000","22.7 (16.1, 31.1)"
2013,UHF34,410,3,Rockaways,"22,000*","27.7* (18.2, 39.8)"
2013,UHF34,305307,3,Upper East Side-Gramercy,"30,000","9.8 (6.6, 14.1)"
2013,UHF34,306308,3,Chelsea-Village  ,"20,000","10.6 (6.7, 16.5)"
2013,UHF34,309310,3,Union Square-Lower Manhattan,"27,000","13.2 (8.6, 19.8)"
2013,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"19,000","13.5 (8.4, 21.1)"
2013,UHF34,501502,3,Northern SI,"41,000","29.5 (22.3, 38.0)"
2013,UHF34,503504,3,Southern SI,"63,000","30.0 (23.9, 36.8)"
2013,UHF34,105106107,3,South Bronx,"126,000","34.1 (29.6, 38.9)"
2013,Borough,1,1,Bronx,"308,000","31.0 (28.0, 34.2)"
2013,Borough,2,1,Brooklyn,"510,000","27.0 (24.5, 29.7)"
2013,Borough,3,1,Manhattan,"212,000","16.4 (14.3, 18.7)"
2013,Borough,4,1,Queens,"338,000","19.3 (17.1, 21.6)"
2013,Borough,5,1,Staten Island,"105,000","30.0 (25.3, 35.2)"
2013,Citywide,1,0,New York City,"1,473,000","23.5 (22.2, 24.7)"
2012,UHF34,101,3,Kingsbridge - Riverdale,"12,000","18.4 (11.7, 27.8)"
2012,UHF34,102,3,Northeast Bronx,"52,000","36.6 (27.3, 47.0)"
2012,UHF34,103,3,Fordham - Bronx Pk,"65,000*","37.3* (27.5, 48.2)"
2012,UHF34,104,3,Pelham - Throgs Neck,"68,000","32.8 (24.4, 42.4)"
2012,UHF34,201,3,Greenpoint,"24,000","24.2 (16.9, 33.4)"
2012,UHF34,202,3,Downtown - Heights - Slope,"24,000","13.6 (8.4, 21.3)"
2012,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"64,000","27.4 (20.9, 35.0)"
2012,UHF34,204,3,East New York,"48,000","37.0 (29.0, 45.7)"
2012,UHF34,205,3,Sunset Park,"21,000*","23.4* (14.8, 35.0)"
2012,UHF34,206,3,Borough Park,"54,000","24.4 (17.0, 33.8)"
2012,UHF34,207,3,East Flatbush - Flatbush,"60,000","27.4 (19.9, 36.4)"
2012,UHF34,208,3,Canarsie - Flatlands,"45,000*","31.7* (22.2, 43.0)"
2012,UHF34,209,3,Bensonhurst - Bay Ridge,"35,000*","22.7* (13.6, 35.3)"
2012,UHF34,210,3,Coney Island - Sheepshead Bay,"74,000","33.3 (25.4, 42.3)"
2012,UHF34,211,3,Williamsburg - Bushwick,"42,000","29.1 (22.0, 37.4)"
2012,UHF34,301,3,Washington Heights,"42,000","21.8 (15.0, 30.6)"
2012,UHF34,302,3,Central Harlem - Morningside Heights,"33,000*","30.8* (20.3, 43.7)"
2012,UHF34,303,3,East Harlem,"18,000*","25.8* (14.9, 40.9)"
2012,UHF34,304,3,Upper West Side,"33,000","18.3 (11.7, 27.4)"
2012,UHF34,401,3,Long Island City - Astoria,"39,000*","23.8* (14.7, 36.1)"
2012,UHF34,402,3,West Queens,"81,000","23.6 (17.6, 30.9)"
2012,UHF34,403,3,Flushing - Clearview,"36,000","17.6 (12.0, 25.1)"
2012,UHF34,405,3,Ridgewood - Forest Hills,"32,000","17.0 (11.3, 24.9)"
2012,UHF34,407,3,Southwest Queens,"51,000","25.5 (18.0, 34.8)"
2012,UHF34,408,3,Jamaica,"56,000","26.7 (19.5, 35.3)"
2012,UHF34,409,3,Southeast Queens,"39,000","25.8 (18.6, 34.5)"
2012,UHF34,410,3,Rockaways,"27,000*","35.2* (23.8, 48.6)"
2012,UHF34,305307,3,Upper East Side-Gramercy,"26,000","8.9 (5.4, 14.3)"
2012,UHF34,306308,3,Chelsea-Village  ,"15,000","7.6 (4.9, 11.6)"
2012,UHF34,309310,3,Union Square-Lower Manhattan,"16,000","7.9 (4.6, 13.2)"
2012,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"21,000","14.2 (9.5, 20.8)"
2012,UHF34,501502,3,Northern SI,"48,000","34.7 (26.6, 43.8)"
2012,UHF34,503504,3,Southern SI,"67,000","31.5 (24.7, 39.1)"
2012,UHF34,105106107,3,South Bronx,"108,000","30.1 (25.4, 35.1)"
2012,Borough,1,1,Bronx,"311,000","31.8 (28.3, 35.5)"
2012,Borough,2,1,Brooklyn,"500,000","26.8 (24.2, 29.4)"
2012,Borough,3,1,Manhattan,"185,000","14.5 (12.2, 17.2)"
2012,Borough,4,1,Queens,"387,000","22.3 (19.8, 25.1)"
2012,Borough,5,1,Staten Island,"115,000","32.6 (27.4, 38.4)"
2012,Citywide,1,0,New York City,"1,498,000","24.1 (22.8, 25.5)"
2011,UHF34,101,3,Kingsbridge - Riverdale,"9,000","13.2 (7.5, 22.0)"
2011,UHF34,102,3,Northeast Bronx,"50,000*","36.6* (26.3, 48.2)"
2011,UHF34,103,3,Fordham - Bronx Pk,"53,000*","33.4* (23.2, 45.5)"
2011,UHF34,104,3,Pelham - Throgs Neck,"48,000","23.3 (16.3, 32.3)"
2011,UHF34,201,3,Greenpoint,"23,000*","23.4* (14.1, 36.3)"
2011,UHF34,202,3,Downtown - Heights - Slope,"19,000","10.8 (6.7, 17.1)"
2011,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"85,000*","36.7* (27.2, 47.3)"
2011,UHF34,204,3,East New York,"42,000","33.5 (24.3, 44.1)"
2011,UHF34,205,3,Sunset Park,"16,000*","18.0* (7.4, 37.4)"
2011,UHF34,206,3,Borough Park,"76,000*","33.5* (23.9, 44.8)"
2011,UHF34,207,3,East Flatbush - Flatbush,"56,000","25.2 (17.9, 34.2)"
2011,UHF34,208,3,Canarsie - Flatlands,"38,000*","26.1* (16.1, 39.4)"
2011,UHF34,209,3,Bensonhurst - Bay Ridge,"24,000*","16.1* (8.5, 28.4)"
2011,UHF34,210,3,Coney Island - Sheepshead Bay,"58,000","26.1 (18.4, 35.7)"
2011,UHF34,211,3,Williamsburg - Bushwick,"52,000*","34.6* (24.0, 46.9)"
2011,UHF34,301,3,Washington Heights,"35,000","20.1 (12.4, 30.8)"
2011,UHF34,302,3,Central Harlem - Morningside Heights,"29,000*","24.4* (14.9, 37.3)"
2011,UHF34,303,3,East Harlem,"23,000*","29.2* (15.1, 49.0)"
2011,UHF34,304,3,Upper West Side,"14,000*","8.1* (4.3, 14.6)"
2011,UHF34,401,3,Long Island City - Astoria,"51,000*","30.5* (20.7, 42.5)"
2011,UHF34,402,3,West Queens,"72,000","21.2 (15.2, 28.8)"
2011,UHF34,403,3,Flushing - Clearview,"42,000","20.4 (12.5, 31.4)"
2011,UHF34,405,3,Ridgewood - Forest Hills,"33,000","18.1 (11.3, 27.7)"
2011,UHF34,407,3,Southwest Queens,"57,000","29.0 (20.6, 39.1)"
2011,UHF34,408,3,Jamaica,"51,000","23.9 (17.3, 32.0)"
2011,UHF34,409,3,Southeast Queens,"29,000","21.3 (13.4, 32.1)"
2011,UHF34,410,3,Rockaways,"18,000","23.5 (15.2, 34.4)"
2011,UHF34,305307,3,Upper East Side-Gramercy,"36,000","12.0 (7.2, 19.3)"
2011,UHF34,306308,3,Chelsea-Village  ,"19,000*","9.7* (5.0, 18.1)"
2011,UHF34,309310,3,Union Square-Lower Manhattan,"22,000","11.1 (6.3, 18.9)"
2011,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"25,000","17.4 (11.7, 25.1)"
2011,UHF34,501502,3,Northern SI,"45,000*","33.3* (23.9, 44.3)"
2011,UHF34,503504,3,Southern SI,"50,000","24.7 (18.4, 32.3)"
2011,UHF34,105106107,3,South Bronx,"116,000","32.9 (27.1, 39.3)"
2011,Borough,1,1,Bronx,"286,000","30.2 (26.3, 34.3)"
2011,Borough,2,1,Brooklyn,"501,000","27.1 (24.0, 30.3)"
2011,Borough,3,1,Manhattan,"178,000","14.0 (11.4, 17.2)"
2011,Borough,4,1,Queens,"395,000","23.0 (20.2, 26.1)"
2011,Borough,5,1,Staten Island,"99,000","28.4 (22.8, 34.7)"
2011,Citywide,1,0,New York City,"1,460,000","23.8 (22.2, 25.4)"
2010,UHF34,101,3,Kingsbridge - Riverdale,"14,000","20.5 (13.1, 30.6)"
2010,UHF34,102,3,Northeast Bronx,"41,000","31.2 (23.8, 39.7)"
2010,UHF34,103,3,Fordham - Bronx Pk,"63,000","37.8 (30.2, 46.1)"
2010,UHF34,104,3,Pelham - Throgs Neck,"60,000","28.2 (21.5, 36.0)"
2010,UHF34,201,3,Greenpoint,"16,000","18.3 (11.3, 28.3)"
2010,UHF34,202,3,Downtown - Heights - Slope,"24,000","13.9 (8.1, 22.7)"
2010,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"90,000","40.8 (32.6, 49.7)"
2010,UHF34,204,3,East New York,"33,000","31.0 (23.1, 40.2)"
2010,UHF34,205,3,Sunset Park,"22,000*","26.0* (15.7, 39.8)"
2010,UHF34,206,3,Borough Park,"48,000","21.2 (15.2, 28.8)"
2010,UHF34,207,3,East Flatbush - Flatbush,"59,000","26.7 (19.5, 35.3)"
2010,UHF34,208,3,Canarsie - Flatlands,"38,000","26.6 (20.0, 34.4)"
2010,UHF34,209,3,Bensonhurst - Bay Ridge,"32,000","21.5 (15.2, 29.5)"
2010,UHF34,210,3,Coney Island - Sheepshead Bay,"61,000","28.2 (20.7, 37.1)"
2010,UHF34,211,3,Williamsburg - Bushwick,"40,000","33.0 (25.3, 41.8)"
2010,UHF34,301,3,Washington Heights,"27,000","14.6 (9.2, 22.4)"
2010,UHF34,302,3,Central Harlem - Morningside Heights,"23,000*","22.2* (13.2, 35.0)"
2010,UHF34,303,3,East Harlem,"24,000*","30.9* (19.1, 45.8)"
2010,UHF34,304,3,Upper West Side,"39,000*","20.6* (12.2, 32.7)"
2010,UHF34,401,3,Long Island City - Astoria,"39,000","21.8 (13.9, 32.5)"
2010,UHF34,402,3,West Queens,"81,000","22.8 (16.6, 30.5)"
2010,UHF34,403,3,Flushing - Clearview,"35,000","17.6 (11.7, 25.7)"
2010,UHF34,405,3,Ridgewood - Forest Hills,"26,000","14.0 (9.5, 20.2)"
2010,UHF34,407,3,Southwest Queens,"40,000","20.4 (14.3, 28.4)"
2010,UHF34,408,3,Jamaica,"55,000","27.1 (18.7, 37.5)"
2010,UHF34,409,3,Southeast Queens,"46,000*","31.0* (21.7, 42.0)"
2010,UHF34,410,3,Rockaways,"17,000","23.6 (15.9, 33.6)"
2010,UHF34,305307,3,Upper East Side-Gramercy,"22,000","7.6 (4.2, 13.2)"
2010,UHF34,306308,3,Chelsea-Village  ,"13,000*","7.0* (3.8, 12.6)"
2010,UHF34,309310,3,Union Square-Lower Manhattan,"30,000","16.2 (10.0, 25.2)"
2010,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"21,000","15.0 (10.5, 20.9)"
2010,UHF34,501502,3,Northern SI,"42,000","32.7 (24.5, 42.0)"
2010,UHF34,503504,3,Southern SI,"48,000","25.4 (19.2, 32.8)"
2010,UHF34,105106107,3,South Bronx,"100,000","31.1 (26.5, 36.2)"
2010,Borough,1,1,Bronx,"281,000","30.7 (27.7, 34.0)"
2010,Borough,2,1,Brooklyn,"465,000","26.5 (24.0, 29.1)"
2010,Borough,3,1,Manhattan,"179,000","14.3 (11.8, 17.4)"
2010,Borough,4,1,Queens,"363,000","21.3 (18.7, 24.2)"
2010,Borough,5,1,Staten Island,"90,000","28.3 (23.2, 34.0)"
2010,Citywide,1,0,New York City,"1,379,000","23.2 (21.9, 24.6)"
2009,UHF34,101,3,Kingsbridge - Riverdale,"12,000","18.4 (12.0, 27.2)"
2009,UHF34,102,3,Northeast Bronx,"33,000","25.2 (18.7, 32.9)"
2009,UHF34,103,3,Fordham - Bronx Pk,"50,000","29.3 (21.8, 38.0)"
2009,UHF34,104,3,Pelham - Throgs Neck,"70,000","34.1 (27.0, 42.1)"
2009,UHF34,201,3,Greenpoint,"18,000","20.1 (13.6, 28.6)"
2009,UHF34,202,3,Downtown - Heights - Slope,"22,000","13.6 (8.9, 20.2)"
2009,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"56,000","26.3 (19.5, 34.6)"
2009,UHF34,204,3,East New York,"30,000","26.6 (18.8, 36.2)"
2009,UHF34,205,3,Sunset Park,"30,000*","35.5* (23.0, 50.4)"
2009,UHF34,206,3,Borough Park,"44,000","18.8 (13.4, 25.8)"
2009,UHF34,207,3,East Flatbush - Flatbush,"66,000","29.8 (23.3, 37.2)"
2009,UHF34,208,3,Canarsie - Flatlands,"46,000","31.8 (24.3, 40.5)"
