TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2009,UHF34,209,3,Bensonhurst - Bay Ridge,"26,000","16.7 (11.5, 23.5)"
2009,UHF34,210,3,Coney Island - Sheepshead Bay,"69,000","31.5 (24.6, 39.3)"
2009,UHF34,211,3,Williamsburg - Bushwick,"41,000","32.1 (24.3, 41.1)"
2009,UHF34,301,3,Washington Heights,"51,000","26.6 (18.1, 37.3)"
2009,UHF34,302,3,Central Harlem - Morningside Heights,"40,000*","36.1* (25.3, 48.7)"
2009,UHF34,303,3,East Harlem,"15,000*","19.7* (10.6, 33.7)"
2009,UHF34,304,3,Upper West Side,"18,000*","9.5* (5.2, 16.8)"
2009,UHF34,401,3,Long Island City - Astoria,"28,000","16.9 (11.7, 23.7)"
2009,UHF34,402,3,West Queens,"64,000","18.0 (13.3, 24.0)"
2009,UHF34,403,3,Flushing - Clearview,"35,000","18.2 (12.8, 25.2)"
2009,UHF34,405,3,Ridgewood - Forest Hills,"44,000","23.5 (17.1, 31.3)"
2009,UHF34,407,3,Southwest Queens,"42,000","21.8 (16.0, 28.9)"
2009,UHF34,408,3,Jamaica,"61,000","29.9 (22.6, 38.3)"
2009,UHF34,409,3,Southeast Queens,"50,000","33.2 (24.9, 42.7)"
2009,UHF34,410,3,Rockaways,"22,000","29.5 (21.2, 39.5)"
2009,UHF34,305307,3,Upper East Side-Gramercy,"33,000","11.4 (7.2, 17.5)"
2009,UHF34,306308,3,Chelsea-Village  ,"14,000","7.5 (4.9, 11.4)"
2009,UHF34,309310,3,Union Square-Lower Manhattan,"30,000","15.7 (10.0, 23.9)"
2009,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"26,000","18.7 (13.6, 25.2)"
2009,UHF34,501502,3,Northern SI,"29,000","23.8 (18.5, 30.0)"
2009,UHF34,503504,3,Southern SI,"46,000","23.7 (19.3, 28.8)"
2009,UHF34,105106107,3,South Bronx,"101,000","31.2 (25.9, 37.0)"
2009,Borough,1,1,Bronx,"267,000","29.3 (26.1, 32.6)"
2009,Borough,2,1,Brooklyn,"453,000","25.6 (23.3, 28.0)"
2009,Borough,3,1,Manhattan,"202,000","16.1 (13.5, 19.0)"
2009,Borough,4,1,Queens,"382,000","22.6 (20.3, 25.0)"
2009,Borough,5,1,Staten Island,"75,000","23.1 (19.7, 26.9)"
2009,Citywide,1,0,New York City,"1,378,000","23.2 (21.9, 24.4)"
2008,UHF34,101,3,Kingsbridge - Riverdale,"14,000","20.1 (13.6, 28.6)"
2008,UHF34,102,3,Northeast Bronx,"42,000","30.5 (23.1, 39.2)"
2008,UHF34,103,3,Fordham - Bronx Pk,"42,000","24.6 (18.0, 32.7)"
2008,UHF34,104,3,Pelham - Throgs Neck,"56,000","26.5 (19.4, 35.1)"
2008,UHF34,201,3,Greenpoint,"21,000","24.3 (16.4, 34.4)"
2008,UHF34,202,3,Downtown - Heights - Slope,"30,000","18.0 (11.5, 27.0)"
2008,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"65,000","29.4 (21.8, 38.5)"
2008,UHF34,204,3,East New York,"40,000","35.3 (26.2, 45.7)"
2008,UHF34,205,3,Sunset Park,"23,000*","27.8* (16.5, 42.9)"
2008,UHF34,206,3,Borough Park,"56,000","24.4 (18.3, 31.6)"
2008,UHF34,207,3,East Flatbush - Flatbush,"40,000","18.4 (12.8, 25.7)"
2008,UHF34,208,3,Canarsie - Flatlands,"35,000","24.7 (18.4, 32.3)"
2008,UHF34,209,3,Bensonhurst - Bay Ridge,"37,000","24.2 (18.0, 31.6)"
2008,UHF34,210,3,Coney Island - Sheepshead Bay,"50,000","22.6 (15.8, 31.1)"
2008,UHF34,211,3,Williamsburg - Bushwick,"39,000","30.3 (22.6, 39.3)"
2008,UHF34,301,3,Washington Heights,"57,000","29.5 (20.8, 40.1)"
2008,UHF34,302,3,Central Harlem - Morningside Heights,"30,000","26.8 (18.3, 37.5)"
2008,UHF34,303,3,East Harlem,"25,000*","34.5* (23.9, 46.9)"
2008,UHF34,304,3,Upper West Side,"16,000*","8.3* (4.4, 15.1)"
2008,UHF34,401,3,Long Island City - Astoria,"36,000","20.4 (14.7, 27.6)"
2008,UHF34,402,3,West Queens,"60,000","16.5 (11.9, 22.4)"
2008,UHF34,403,3,Flushing - Clearview,"41,000","20.3 (13.3, 29.6)"
2008,UHF34,405,3,Ridgewood - Forest Hills,"37,000","19.5 (14.3, 26.0)"
2008,UHF34,407,3,Southwest Queens,"44,000","21.9 (15.8, 29.5)"
2008,UHF34,408,3,Jamaica,"54,000","26.1 (19.0, 34.8)"
2008,UHF34,409,3,Southeast Queens,"35,000","23.3 (16.9, 31.2)"
2008,UHF34,410,3,Rockaways,"22,000","29.8 (20.7, 40.7)"
2008,UHF34,305307,3,Upper East Side-Gramercy,"32,000","10.7 (7.1, 15.9)"
2008,UHF34,306308,3,Chelsea-Village  ,"19,000","10.4 (6.5, 16.2)"
2008,UHF34,309310,3,Union Square-Lower Manhattan,"21,000","10.7 (6.6, 16.7)"
2008,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"27,000","19.4 (14.1, 26.0)"
2008,UHF34,501502,3,Northern SI,"43,000","33.4 (26.2, 41.4)"
2008,UHF34,503504,3,Southern SI,"46,000","23.2 (18.0, 29.4)"
2008,UHF34,105106107,3,South Bronx,"110,000","33.8 (28.2, 39.9)"
2008,Borough,1,1,Bronx,"264,000","28.9 (25.6, 32.4)"
2008,Borough,2,1,Brooklyn,"438,000","24.7 (22.4, 27.2)"
2008,Borough,3,1,Manhattan,"200,000","16.0 (13.6, 18.7)"
2008,Borough,4,1,Queens,"356,000","20.9 (18.6, 23.3)"
2008,Borough,5,1,Staten Island,"89,000","27.2 (22.8, 32.1)"
2008,Citywide,1,0,New York City,"1,346,000","22.6 (21.3, 23.9)"
2007,UHF34,101,3,Kingsbridge - Riverdale,"11,000","16.5 (10.3, 25.3)"
2007,UHF34,102,3,Northeast Bronx,"43,000","33.3 (25.9, 41.7)"
2007,UHF34,103,3,Fordham - Bronx Pk,"54,000","32.0 (23.3, 42.1)"
2007,UHF34,104,3,Pelham - Throgs Neck,"58,000","27.7 (20.3, 36.5)"
2007,UHF34,201,3,Greenpoint,"25,000","28.4 (20.5, 37.8)"
2007,UHF34,202,3,Downtown - Heights - Slope,"29,000","17.5 (12.4, 24.0)"
2007,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"64,000","30.1 (25.4, 35.2)"
2007,UHF34,204,3,East New York,"31,000","29.2 (22.1, 37.6)"
2007,UHF34,205,3,Sunset Park,"16,000","19.0 (12.5, 27.8)"
2007,UHF34,206,3,Borough Park,"53,000","23.9 (18.9, 29.6)"
2007,UHF34,207,3,East Flatbush - Flatbush,"53,000","24.2 (19.2, 30.1)"
2007,UHF34,208,3,Canarsie - Flatlands,"38,000","27.6 (20.3, 36.2)"
2007,UHF34,209,3,Bensonhurst - Bay Ridge,"28,000","18.9 (13.2, 26.3)"
2007,UHF34,210,3,Coney Island - Sheepshead Bay,"42,000","19.7 (15.4, 24.9)"
2007,UHF34,211,3,Williamsburg - Bushwick,"35,000","27.8 (21.0, 35.8)"
2007,UHF34,301,3,Washington Heights,"38,000","20.3 (15.1, 26.6)"
2007,UHF34,302,3,Central Harlem - Morningside Heights,"30,000","27.1 (21.1, 34.1)"
2007,UHF34,303,3,East Harlem,"25,000*","33.5* (23.6, 45.1)"
2007,UHF34,304,3,Upper West Side,"29,000","15.6 (10.1, 23.2)"
2007,UHF34,401,3,Long Island City - Astoria,"34,000","20.7 (15.0, 27.7)"
2007,UHF34,402,3,West Queens,"62,000","17.7 (12.8, 23.8)"
2007,UHF34,403,3,Flushing - Clearview,"23,000","12.2 (8.0, 18.3)"
2007,UHF34,405,3,Ridgewood - Forest Hills,"43,000","22.9 (16.8, 30.4)"
2007,UHF34,407,3,Southwest Queens,"31,000","16.0 (11.9, 21.3)"
2007,UHF34,408,3,Jamaica,"54,000","27.1 (21.1, 34.2)"
2007,UHF34,409,3,Southeast Queens,"27,000","18.4 (13.5, 24.6)"
2007,UHF34,410,3,Rockaways,"28,000*","38.7* (28.6, 49.8)"
2007,UHF34,305307,3,Upper East Side-Gramercy,"23,000","8.0 (5.2, 12.2)"
2007,UHF34,306308,3,Chelsea-Village  ,"13,000","7.1 (4.4, 11.4)"
2007,UHF34,309310,3,Union Square-Lower Manhattan,"19,000","10.2 (6.1, 16.7)"
2007,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"29,000","20.6 (14.9, 27.8)"
2007,UHF34,501502,3,Northern SI,"40,000","31.3 (24.8, 38.6)"
2007,UHF34,503504,3,Southern SI,"41,000","21.0 (16.4, 26.6)"
2007,UHF34,105106107,3,South Bronx,"106,000","33.2 (28.8, 37.9)"
2007,Borough,1,1,Bronx,"273,000","30.4 (27.2, 33.8)"
2007,Borough,2,1,Brooklyn,"414,000","24.0 (22.2, 25.9)"
2007,Borough,3,1,Manhattan,"177,000","14.6 (12.6, 16.8)"
2007,Borough,4,1,Queens,"330,000","20.1 (18.1, 22.3)"
2007,Borough,5,1,Staten Island,"80,000","25.1 (21.2, 29.5)"
2007,Citywide,1,0,New York City,"1,275,000","22.0 (20.9, 23.1)"
2006,UHF34,101,3,Kingsbridge - Riverdale,"12,000","17.8 (11.4, 26.6)"
2006,UHF34,102,3,Northeast Bronx,"35,000","25.9 (19.3, 33.9)"
2006,UHF34,103,3,Fordham - Bronx Pk,"42,000","25.2 (18.0, 34.2)"
2006,UHF34,104,3,Pelham - Throgs Neck,"53,000","26.0 (19.4, 33.9)"
2006,UHF34,201,3,Greenpoint,"21,000","24.4 (16.8, 34.0)"
2006,UHF34,202,3,Downtown - Heights - Slope,"30,000","18.2 (13.5, 24.0)"
2006,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"59,000","28.6 (24.0, 33.7)"
2006,UHF34,204,3,East New York,"28,000","25.0 (18.2, 33.4)"
2006,UHF34,205,3,Sunset Park,"19,000*","24.7* (16.1, 36.1)"
2006,UHF34,206,3,Borough Park,"41,000","18.9 (14.4, 24.5)"
2006,UHF34,207,3,East Flatbush - Flatbush,"57,000","26.8 (21.4, 32.9)"
2006,UHF34,208,3,Canarsie - Flatlands,"42,000","30.3 (23.0, 38.8)"
2006,UHF34,209,3,Bensonhurst - Bay Ridge,"27,000","18.4 (13.5, 24.5)"
2006,UHF34,210,3,Coney Island - Sheepshead Bay,"46,000","22.4 (17.4, 28.3)"
2006,UHF34,211,3,Williamsburg - Bushwick,"37,000","30.6 (23.5, 38.8)"
2006,UHF34,301,3,Washington Heights,"38,000","20.6 (15.4, 27.0)"
2006,UHF34,302,3,Central Harlem - Morningside Heights,"25,000","23.7 (18.3, 30.1)"
2006,UHF34,303,3,East Harlem,"15,000","20.9 (14.4, 29.4)"
2006,UHF34,304,3,Upper West Side,"25,000","13.4 (7.7, 22.3)"
2006,UHF34,401,3,Long Island City - Astoria,"41,000","24.1 (18.1, 31.5)"
2006,UHF34,402,3,West Queens,"51,000","14.7 (11.0, 19.4)"
2006,UHF34,403,3,Flushing - Clearview,"28,000","14.9 (10.1, 21.4)"
2006,UHF34,405,3,Ridgewood - Forest Hills,"27,000","15.1 (11.1, 20.2)"
2006,UHF34,407,3,Southwest Queens,"46,000","25.1 (19.8, 31.4)"
2006,UHF34,408,3,Jamaica,"48,000","24.3 (19.1, 30.4)"
2006,UHF34,409,3,Southeast Queens,"32,000","23.0 (17.7, 29.3)"
2006,UHF34,410,3,Rockaways,"17,000","23.4 (15.5, 33.8)"
2006,UHF34,305307,3,Upper East Side-Gramercy,"27,000","9.4 (6.4, 13.6)"
2006,UHF34,306308,3,Chelsea-Village  ,"16,000","9.1 (5.5, 14.5)"
2006,UHF34,309310,3,Union Square-Lower Manhattan,"24,000","13.3 (9.1, 18.9)"
2006,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"28,000","21.5 (15.1, 29.5)"
2006,UHF34,501502,3,Northern SI,"33,000","26.8 (20.7, 33.8)"
2006,UHF34,503504,3,Southern SI,"39,000","20.1 (15.9, 25.2)"
2006,UHF34,105106107,3,South Bronx,"82,000","26.2 (22.1, 30.7)"
2006,Borough,1,1,Bronx,"225,000","25.3 (22.4, 28.4)"
2006,Borough,2,1,Brooklyn,"408,000","24.1 (22.3, 26.1)"
2006,Borough,3,1,Manhattan,"170,000","14.2 (12.3, 16.4)"
2006,Borough,4,1,Queens,"319,000","19.8 (17.9, 21.8)"
2006,Borough,5,1,Staten Island,"71,000","22.7 (19.1, 26.8)"
2006,Citywide,1,0,New York City,"1,194,000","20.9 (19.9, 22.0)"
2005,UHF34,101,3,Kingsbridge - Riverdale,"16,000*","23.8* (14.4, 36.7)"
2005,UHF34,102,3,Northeast Bronx,"27,000","22.0 (16.2, 29.1)"
2005,UHF34,103,3,Fordham - Bronx Pk,"38,000","23.2 (16.0, 32.6)"
2005,UHF34,104,3,Pelham - Throgs Neck,"49,000","24.8 (18.3, 32.8)"
2005,UHF34,201,3,Greenpoint,"10,000","11.9 (7.1, 19.4)"
2005,UHF34,202,3,Downtown - Heights - Slope,"32,000","19.6 (14.4, 26.2)"
2005,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"61,000","29.7 (25.1, 34.7)"
2005,UHF34,204,3,East New York,"32,000","31.6 (24.0, 40.5)"
2005,UHF34,205,3,Sunset Park,"21,000","25.2 (17.1, 35.4)"
2005,UHF34,206,3,Borough Park,"48,000","22.3 (17.2, 28.4)"
2005,UHF34,207,3,East Flatbush - Flatbush,"46,000","22.2 (17.9, 27.2)"
2005,UHF34,208,3,Canarsie - Flatlands,"27,000","19.7 (14.2, 26.6)"
2005,UHF34,209,3,Bensonhurst - Bay Ridge,"31,000","20.8 (15.9, 26.7)"
2005,UHF34,210,3,Coney Island - Sheepshead Bay,"52,000","25.4 (20.3, 31.4)"
2005,UHF34,211,3,Williamsburg - Bushwick,"30,000","24.2 (18.7, 30.8)"
2005,UHF34,301,3,Washington Heights,"36,000","19.5 (15.1, 24.8)"
2005,UHF34,302,3,Central Harlem - Morningside Heights,"29,000","27.4 (21.7, 33.9)"
2005,UHF34,303,3,East Harlem,"22,000","31.6 (24.3, 39.9)"
2005,UHF34,304,3,Upper West Side,"13,000*","7.2* (3.8, 13.2)"
2005,UHF34,401,3,Long Island City - Astoria,"33,000","19.5 (14.8, 25.2)"
2005,UHF34,402,3,West Queens,"45,000","13.5 (9.8, 18.2)"
2005,UHF34,403,3,Flushing - Clearview,"29,000","14.6 (9.8, 21.2)"
2005,UHF34,405,3,Ridgewood - Forest Hills,"25,000","13.6 (9.7, 18.9)"
2005,UHF34,407,3,Southwest Queens,"30,000","16.2 (11.8, 22.0)"
2005,UHF34,408,3,Jamaica,"52,000","26.0 (20.9, 31.8)"
2005,UHF34,409,3,Southeast Queens,"32,000","21.9 (16.9, 28.0)"
2005,UHF34,410,3,Rockaways,"16,000","23.3 (15.7, 33.1)"
2005,UHF34,305307,3,Upper East Side-Gramercy,"21,000","7.4 (5.0, 10.7)"
2005,UHF34,306308,3,Chelsea-Village  ,"12,000","6.8 (4.3, 10.6)"
2005,UHF34,309310,3,Union Square-Lower Manhattan,"22,000","11.9 (7.4, 18.7)"
2005,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"19,000","13.9 (9.3, 20.3)"
2005,UHF34,501502,3,Northern SI,"32,000","26.3 (20.7, 32.8)"
2005,UHF34,503504,3,Southern SI,"35,000","18.8 (14.7, 23.7)"
2005,UHF34,105106107,3,South Bronx,"94,000","29.8 (26.1, 33.9)"
2005,Borough,1,1,Bronx,"224,000","25.8 (23.0, 28.9)"
2005,Borough,2,1,Brooklyn,"390,000","23.3 (21.5, 25.1)"
2005,Borough,3,1,Manhattan,"157,000","13.0 (11.4, 14.9)"
2005,Borough,4,1,Queens,"280,000","17.3 (15.6, 19.2)"
2005,Borough,5,1,Staten Island,"68,000","21.8 (18.4, 25.6)"
2005,Citywide,1,0,New York City,"1,118,000","19.7 (18.8, 20.7)"
2004,UHF34,101,3,Kingsbridge - Riverdale,"13,000","18.0 (12.1, 26.0)"
2004,UHF34,102,3,Northeast Bronx,"37,000","28.1 (22.2, 34.8)"
2004,UHF34,103,3,Fordham - Bronx Pk,"46,000","28.5 (22.5, 35.4)"
2004,UHF34,104,3,Pelham - Throgs Neck,"54,000","26.5 (20.9, 33.1)"
2004,UHF34,201,3,Greenpoint,"14,000","17.0 (12.0, 23.5)"
2004,UHF34,202,3,Downtown - Heights - Slope,"29,000","17.3 (12.7, 23.2)"
2004,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"58,000","28.0 (22.0, 34.9)"
2004,UHF34,204,3,East New York,"34,000","32.0 (25.7, 38.9)"
2004,UHF34,205,3,Sunset Park,"15,000","18.3 (12.2, 26.5)"
2004,UHF34,206,3,Borough Park,"44,000","19.8 (15.3, 25.3)"
2004,UHF34,207,3,East Flatbush - Flatbush,"52,000","23.7 (18.3, 30.2)"
2004,UHF34,208,3,Canarsie - Flatlands,"33,000","23.5 (18.1, 29.9)"
2004,UHF34,209,3,Bensonhurst - Bay Ridge,"31,000","20.4 (15.3, 26.7)"
2004,UHF34,210,3,Coney Island - Sheepshead Bay,"52,000","24.9 (19.6, 31.2)"
2004,UHF34,211,3,Williamsburg - Bushwick,"35,000","29.0 (23.0, 35.8)"
2004,UHF34,301,3,Washington Heights,"44,000","22.4 (17.2, 28.7)"
2004,UHF34,302,3,Central Harlem - Morningside Heights,"28,000","26.0 (19.8, 33.2)"
2004,UHF34,303,3,East Harlem,"22,000","29.4 (22.5, 37.4)"
2004,UHF34,304,3,Upper West Side,"17,000","9.4 (6.3, 13.8)"
2004,UHF34,401,3,Long Island City - Astoria,"31,000","18.6 (13.9, 24.4)"
2004,UHF34,402,3,West Queens,"74,000","21.5 (16.4, 27.7)"
2004,UHF34,403,3,Flushing - Clearview,"33,000","16.8 (12.0, 22.9)"
2004,UHF34,405,3,Ridgewood - Forest Hills,"38,000","21.2 (16.2, 27.3)"
2004,UHF34,407,3,Southwest Queens,"30,000","15.5 (10.7, 21.9)"
2004,UHF34,408,3,Jamaica,"52,000","26.6 (20.7, 33.4)"
2004,UHF34,409,3,Southeast Queens,"36,000","25.1 (19.8, 31.3)"
2004,UHF34,410,3,Rockaways,"20,000","26.2 (20.0, 33.7)"
2004,UHF34,305307,3,Upper East Side-Gramercy,"26,000","8.9 (5.4, 14.2)"
2004,UHF34,306308,3,Chelsea-Village  ,"18,000","9.9 (6.1, 15.7)"
2004,UHF34,309310,3,Union Square-Lower Manhattan,"31,000","16.8 (11.2, 24.4)"
2004,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"23,000","17.4 (13.0, 22.8)"
2004,UHF34,501502,3,Northern SI,"34,000","27.6 (21.3, 35.0)"
2004,UHF34,503504,3,Southern SI,"49,000","25.6 (20.0, 32.2)"
2004,UHF34,105106107,3,South Bronx,"80,000","24.9 (20.3, 30.1)"
2004,Borough,1,1,Bronx,"230,000","25.9 (23.2, 28.7)"
2004,Borough,2,1,Brooklyn,"397,000","23.3 (21.5, 25.2)"
2004,Borough,3,1,Manhattan,"186,000","15.2 (13.3, 17.4)"
2004,Borough,4,1,Queens,"337,000","20.7 (18.8, 22.8)"
2004,Borough,5,1,Staten Island,"83,000","26.4 (22.1, 31.2)"
2004,Citywide,1,0,New York City,"1,233,000","21.4 (20.4, 22.5)"
2003,UHF34,101,3,Kingsbridge - Riverdale,"10,000","15.0 (10.4, 21.1)"
2003,UHF34,102,3,Northeast Bronx,"29,000","22.5 (16.9, 29.5)"
2003,UHF34,103,3,Fordham - Bronx Pk,"32,000","20.9 (15.5, 27.5)"
2003,UHF34,104,3,Pelham - Throgs Neck,"46,000","23.9 (18.2, 30.7)"
2003,UHF34,201,3,Greenpoint,"19,000","22.4 (16.6, 29.4)"
2003,UHF34,202,3,Downtown - Heights - Slope,"24,000","15.4 (10.7, 21.6)"
2003,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"54,000","28.4 (22.3, 35.5)"
2003,UHF34,204,3,East New York,"30,000","28.5 (22.6, 35.3)"
2003,UHF34,205,3,Sunset Park,"15,000","19.7 (13.5, 27.8)"
2003,UHF34,206,3,Borough Park,"47,000","22.4 (17.1, 28.8)"
2003,UHF34,207,3,East Flatbush - Flatbush,"57,000","27.8 (22.1, 34.4)"
2003,UHF34,208,3,Canarsie - Flatlands,"30,000","23.5 (18.3, 29.7)"
2003,UHF34,209,3,Bensonhurst - Bay Ridge,"28,000","20.1 (15.2, 26.1)"
2003,UHF34,210,3,Coney Island - Sheepshead Bay,"39,000","19.5 (14.7, 25.5)"
2003,UHF34,211,3,Williamsburg - Bushwick,"33,000","27.6 (21.3, 34.9)"
2003,UHF34,301,3,Washington Heights,"39,000","21.4 (16.2, 27.8)"
2003,UHF34,302,3,Central Harlem - Morningside Heights,"29,000","27.6 (21.4, 34.9)"
2003,UHF34,303,3,East Harlem,"24,000","33.3 (26.5, 41.0)"
2003,UHF34,304,3,Upper West Side,"22,000","12.5 (7.6, 19.7)"
2003,UHF34,401,3,Long Island City - Astoria,"27,000","16.4 (12.2, 21.8)"
2003,UHF34,402,3,West Queens,"52,000","16.0 (11.6, 21.6)"
2003,UHF34,403,3,Flushing - Clearview,"26,000","14.9 (10.7, 20.3)"
2003,UHF34,405,3,Ridgewood - Forest Hills,"28,000","15.4 (11.2, 20.7)"
2003,UHF34,407,3,Southwest Queens,"43,000","22.9 (17.8, 28.9)"
2003,UHF34,408,3,Jamaica,"43,000","22.3 (17.0, 28.6)"
2003,UHF34,409,3,Southeast Queens,"33,000","24.0 (18.6, 30.4)"
2003,UHF34,410,3,Rockaways,"19,000","27.3 (21.1, 34.6)"
2003,UHF34,305307,3,Upper East Side-Gramercy,"24,000","8.4 (5.3, 13.1)"
2003,UHF34,306308,3,Chelsea-Village  ,"17,000","9.9 (6.2, 15.4)"
2003,UHF34,309310,3,Union Square-Lower Manhattan,"25,000","13.9 (10.0, 19.1)"
2003,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"18,000","13.4 (9.4, 18.7)"
2003,UHF34,501502,3,Northern SI,"27,000","22.9 (17.4, 29.5)"
2003,UHF34,503504,3,Southern SI,"28,000","16.2 (11.5, 22.3)"
2003,UHF34,105106107,3,South Bronx,"77,000","26.2 (21.4, 31.6)"
2003,Borough,1,1,Bronx,"193,000","23.3 (20.6, 26.2)"
2003,Borough,2,1,Brooklyn,"376,000","23.3 (21.5, 25.3)"
2003,Borough,3,1,Manhattan,"180,000","15.3 (13.4, 17.5)"
2003,Borough,4,1,Queens,"288,000","18.4 (16.6, 20.3)"
2003,Borough,5,1,Staten Island,"55,000","18.9 (15.2, 23.3)"
2003,Citywide,1,0,New York City,"1,093,000","20.0 (19.0, 21.0)"
